CUS_NO ; BRANCH ; BIRTH
23558;2029;421104   
23559;1006;120212   
23560;2025;600607   
23561;2031;661030   
23562;2018;760407   
23563;2015;350818   
23564;1033;520327   
23565;2017;510615   
23566;1006;150115   
23568;2001;440631   
23569;1030;300908   
23571;2024;620631   
23573;2021;470215   
23574;1038;420801   
23576;2011;480620   
23578;1027;640324   
23579;1041;570526   
23580;2023;190802   
23582;2004;490625   
23583;2003;480917   
23584;1047;650615   
23585;2009;590202   
23586;1026;210712   
23587;2004;600509   
23588;2003;380401   
23589;2014;590322   
23590;1046;580117   
23591;2013;500309   
23592;1046;630401   
23593;1010;741128   
23594;1037;201026   
23596;1041;400601   
23597;1020;420129   
23599;1029;450101   
23603;1008;520101   
23604;1027;580309   
23605;2014;560110   
23606;1036;230122   
23607;1037;080110   
23609;1031;660630   
23610;1021;581208   
23611;2013;520101   
23613;2015;290101   
23614;2003;550603   
23615;2022;360910   
23616;2017;600630   
23617;1001;420102   
23619;2030;250718   
23620;2012;800212   
23624;2003;600529   
23627;1021;440916   
23629;2030;490110   
23630;1041;320702   
23631;1042;430206   
23632;1025;730323   
23634;2029;170116   
23636;2019;570620   
23637;1030;361205   
23638;1029;331101   
23639;2019;340114   
23640;2031;370604   
23641;2006;570617   
23643;2025;580101   
23645;2031;451012   
23646;2002;681210   
23647;2004;160110   
23648;1007;630526   
23649;2025;431103   
23651;1043;640415   
23652;2001;610308   
23653;1042;230230   
23655;1043;311108   
23656;1046;320713   
23657;2020;590231   
23658;1018;610420   
23659;2019;630110   
23661;2019;450825   
23662;2012;440528   
23664;1031;600615   
23665;1006;480420   
23666;1016;191108   
23668;2003;410903   
23669;1023;370320   
23670;2017;591102   
23673;1006;330527   
23675;1026;240201   
23676;2005;830608   
23677;1042;290823   
23680;1025;370429   
23681;2004;310809   
23682;2006;650325   
23683;1001;510106   
23684;1036;560409   
23685;1033;350704   
23686;1034;600629   
23687;1042;470706   
23688;1031;471001   
23690;1007;550309   
23691;1032;571213   
23692;1035;490629   
23694;1027;660109   
23695;2012;610630   
23696;2013;481001   
23698;2018;540605   
23699;1009;340623   
23700;1043;440101   
23701;2003;550629   
23702;2032;581207   
23703;2002;180102   
23704;1012;310410   
23705;2023;520727   
23706;1035;620319   
23707;1025;380427   
23708;1010;440101   
23709;2005;310901   
23710;2006;650626   
23711;2006;410110   
23712;2015;170113   
23713;2030;430214   
23714;1033;140401   
23715;1022;280103   
23716;2005;531229   
23717;1009;640524   
23719;1041;560615   
23722;1021;420604   
23724;2023;581004   
23725;1010;440502   
23726;1011;510924   
23727;2022;370307   
23728;2004;370608   
23729;2004;601209   
23730;1038;330301   
23731;1032;600718   
23732;2009;510822   
23733;1035;360502   
23734;1014;130109   
23735;2023;650701   
23736;2018;500610   
23737;2032;600202   
23739;1029;390601   
23741;1007;470428   
23742;2021;420118   
23745;1037;310912   
23746;1031;610230   
23747;1027;320702   
23748;2015;260915   
23749;2016;510605   
23750;2019;560619   
23751;1026;460531   
23752;2025;410821   
23753;1037;500514   
23754;2028;810618   
23755;2006;191001   
23756;1038;490901   
23757;1036;530414   
23758;2006;601208   
23759;2023;350512   
23760;2026;530601   
23761;1025;240202   
23762;1043;361223   
23763;1042;380512   
23764;1023;521201   
23765;2009;600308   
23767;2009;350702   
23768;1011;370101   
23770;2033;570631   
23771;1014;550410   
23772;1046;480603   
23774;1043;720603   
23776;1023;300217   
23777;2006;660228   
23778;1018;431213   
23779;1023;390320   
23780;2009;501001   
23781;2007;680627   
23784;1033;451221   
23785;2033;530631   
23786;2007;410526   
23787;1043;280719   
23788;2004;530202   
23789;2015;500201   
23791;1031;570113   
23792;1043;560427   
23793;1038;560630   
23794;1038;600419   
23795;1027;580114   
23796;2016;700130   
23797;2017;411110   
23798;2019;380403   
23799;1022;590329   
23801;2011;610103   
23803;2007;410601   
23804;1047;330829   
23805;1038;470402   
23808;1013;440401   
23809;1038;171006   
23810;1031;041209   
23811;2006;381005   
23812;1008;500424   
23813;1032;140815   
23815;1036;350929   
23816;2029;480106   
23817;1014;490228   
23819;1022;001127   
23820;2003;530501   
23821;1041;470102   
23822;2009;510920   
23823;2002;590927   
23824;1003;591110   
23825;2030;541209   
23827;2005;450101   
23828;1001;600615   
23830;2030;140812   
23831;1029;440718   
23832;2004;660518   
23833;1022;360903   
23834;1046;420110   
23835;1001;200609   
23838;1038;310101   
23839;2021;480709   
23840;2011;170415   
23841;1042;420215   
23845;1038;490405   
23846;2005;581206   
23848;1026;440301   
23851;1047;640622   
23853;1031;581001   
23854;1032;490117   
23857;1014;330710   
23858;2006;480821   
23861;1044;741015   
23862;2024;360601   
23864;1043;381201   
23865;1042;520627   
23866;1007;570329   
23867;2030;480210   
23868;2023;540303   
23870;1037;771208   
23871;2011;510816   
23872;2019;460825   
23873;1022;470630   
23874;1041;260324   
23875;2019;520221   
23878;2031;650304   
23879;2003;370301   
23880;2021;550630   
23882;2019;560620   
23883;1034;380103   
23884;1031;480601   
23885;1029;260401   
23887;2021;550217   
23888;1032;590701   
23889;2023;160307   
23891;2004;550102   
23892;1038;570606   
23893;2006;321225   
23894;1036;400223   
23895;1038;490128   
23898;2009;640630   
23899;1047;360510   
23900;1033;690910   
23902;1011;491206   
23904;2014;440421   
23905;1047;590122   
23908;1008;200124   
23909;1025;340102   
23910;2009;810631   
23912;2015;370712   
23913;2007;441203   
23914;1025;610429   
23915;2019;130608   
23916;1041;360918   
23920;1039;440609   
23921;2030;341104   
23922;1009;640630   
23923;1033;420708   
23924;2004;460601   
23925;2004;530101   
23926;1016;420618   
23928;2012;170103   
23929;1046;590101   
23930;2026;550225   
23932;1029;610101   
23933;1021;620115   
23935;1029;330701   
23936;2004;581101   
23937;1038;580429   
23938;2012;361229   
23939;1031;601022   
23940;1013;540313   
23941;1009;010101   
23942;2021;580701   
23943;1033;490101   
23944;2012;290201   
23945;2030;260618   
23946;2012;430410   
23947;2004;290524   
23948;1039;450101   
23949;2030;530625   
23951;2022;470623   
23952;2017;480502   
23953;2025;270216   
23955;1026;610301   
23957;2017;340614   
23958;1009;330406   
23959;1015;480803   
23961;2028;621101   
23962;2023;370102   
23963;1046;411001   
23964;1022;330130   
23965;1036;390907   
23966;2021;610629   
23967;1025;250809   
23970;2001;350301   
23972;1027;640117   
23973;1042;541110   
23975;1004;581015   
23976;2003;590612   
23979;2021;341115   
23980;2019;470618   
23981;2004;490925   
23983;2007;250405   
23984;2029;400820   
23986;2025;631221   
23988;1042;590824   
23990;1032;341112   
23992;1043;360404   
23994;1001;190408   
23995;1037;380401   
23996;1046;441201   
23997;1022;491103   
23998;2006;610701   
23999;1025;320820   
24000;1009;210921   
24002;2009;781027   
24003;2028;540610   
24004;1026;470305   
24005;1008;580512   
24006;1033;490601   
24008;2016;400913   
24009;2029;350601   
24010;1046;440917   
24011;1046;431101   
24012;2003;480215   
24013;1041;390502   
24014;2023;620602   
24016;1044;590315   
24017;2006;540604   
24018;1032;450115   
24020;2001;470105   
24022;2017;660316   
24023;1023;760425   
24024;2032;261010   
24025;1011;410608   
24026;1032;310629   
24027;1022;510914   
24028;1010;170101   
24030;2015;590112   
24031;1007;390231   
24033;2023;510815   
24034;1042;450620   
24036;1020;381110   
24037;2015;830921   
24038;2004;580706   
24040;1046;530121   
24041;1046;610906   
24042;2019;381225   
24043;2018;300802   
24044;1036;451025   
24048;2030;600127   
24049;2007;500310   
24053;2006;211220   
24054;1037;280104   
24055;1042;431009   
24056;1046;610621   
24057;1038;361215   
24060;2005;650323   
24061;2010;191215   
24062;2023;300507   
24063;2004;580125   
24064;2001;370101   
24065;1046;521129   
24066;1032;320701   
24067;2011;030226   
24068;2022;520201   
24069;1029;600628   
24070;1022;490110   
24072;2005;590619   
24073;1022;430411   
24074;1037;540929   
24075;1040;540623   
24076;1033;500818   
24077;1007;500412   
24080;1007;670324   
24082;1043;111109   
24083;1039;590615   
24084;1019;630610   
24085;1033;610903   
24086;1046;520529   
24087;2009;431014   
24088;1029;350620   
24090;1025;210328   
24093;1029;340108   
24094;2009;620414   
24095;1001;360709   
24096;1043;800513   
24097;1031;340225   
24099;1014;570413   
24100;2006;390101   
24101;1029;610225   
24102;1006;331002   
24103;1042;310411   
24105;2026;390630   
24106;2014;520317   
24107;2026;630518   
24108;2012;551010   
24109;2016;460915   
24110;1033;610610   
24111;1009;550620   
24113;1037;290801   
24115;2011;331227   
24116;1004;480812   
24117;1041;590425   
24120;1031;600101   
24121;1042;630225   
24122;2016;470106   
24124;2006;660628   
24125;2029;660630   
24126;1042;480403   
24127;2015;560630   
24128;2023;150316   
24129;1001;450315   
24130;2003;391013   
24131;1019;350607   
24132;2001;530601   
24134;1043;491111   
24139;2001;310603   
24140;1037;520206   
24142;2029;640101   
24146;2009;280512   
24147;1042;431201   
24148;1039;570826   
24149;1029;330105   
24150;1014;641107   
24151;2014;540620   
24152;1009;430102   
24153;1047;321006   
24154;1032;280101   
24155;1025;560129   
24157;2006;550625   
24158;1041;310309   
24159;1025;350620   
24160;1001;611221   
24161;1039;571123   
24162;1004;380823   
24163;1039;500630   
24164;1015;580523   
24165;1004;371101   
24166;2019;480604   
24167;1036;560320   
24168;2019;200618   
24169;1029;430102   
24170;1032;470926   
24172;1031;530329   
24173;1014;430226   
24174;2029;630628   
24176;1012;411220   
24177;2028;700604   
24178;2011;500610   
24180;2023;270520   
24181;2007;381208   
24182;2023;580923   
24183;1037;320301   
24184;2019;620629   
24185;1026;350815   
24186;1043;580312   
24187;1013;320427   
24188;2017;300705   
24189;1039;520322   
24190;2032;520631   
24191;2031;021010   
24192;1026;610902   
24194;2018;580501   
24195;2010;190722   
24196;2004;521229   
24197;2019;580619   
24198;2028;010101   
24199;2023;500920   
24201;2032;451010   
24203;2021;570620   
24205;2015;470620   
24206;2025;270925   
24207;1047;641016   
24209;1046;590701   
24210;1020;610622   
24211;1026;441010   
24213;2005;510101   
24214;1031;320815   
24217;2015;310209   
24218;2002;651107   
24219;2033;390811   
24220;1039;630216   
24222;2017;430712   
24223;1010;611010   
24224;1041;340601   
24225;1008;050101   
24226;1046;630313   
24227;2031;830318   
24228;1039;600610   
24229;1043;440715   
24230;1025;340505   
24231;1006;340914   
24233;1043;600205   
24234;2020;600404   
24236;1016;550425   
24237;1021;380729   
24239;1032;581105   
24240;1043;151224   
24242;1025;491010   
24243;1042;410402   
24244;1014;490115   
24245;1026;560125   
24246;1018;560501   
24247;2007;600304   
24248;2032;550630   
24250;1040;350521   
24251;1018;371217   
24252;2018;560301   
24253;1025;540612   
24254;1037;290423   
24255;2003;531215   
24256;2029;401004   
24258;2022;560224   
24259;1013;380605   
24262;1031;430901   
24263;2012;210803   
24264;2028;330409   
24265;2013;580701   
24266;2012;490306   
24267;2003;350112   
24270;2032;770509   
24273;2023;160802   
24274;2010;650630   
24275;2019;560401   
24277;1042;350101   
24278;1038;400512   
24279;2029;560618   
24280;2029;420509   
24281;1016;551101   
24282;2011;630415   
24284;1037;320511   
24285;1031;330605   
24287;2029;600903   
24289;2007;310308   
24290;1004;370418   
24291;1033;391030   
24292;2013;620230   
24294;2015;310107   
24295;1042;570319   
24296;2023;480116   
24300;1025;380615   
24301;2016;600715   
24303;2001;531220   
24304;1029;370601   
24305;1021;340902   
24308;2002;470223   
24309;2022;570502   
24310;1025;650622   
24311;2003;530626   
24313;2031;520809   
24314;2011;501229   
24315;1032;191002   
24317;1014;380601   
24321;1008;281015   
24322;1046;620424   
24324;1042;550416   
24326;1018;361201   
24327;1040;640309   
24328;2001;460314   
24329;2007;451225   
24330;2028;400506   
24333;2016;450623   
24334;2022;460101   
24336;1031;150402   
24337;2004;501220   
24339;2022;620424   
24341;2006;190110   
24343;2023;340723   
24344;2005;581111   
24345;2016;600418   
24347;2021;361205   
24348;1040;320903   
24349;1009;560511   
24350;2001;830926   
24351;1046;571119   
24352;1014;350125   
24354;2031;500314   
24356;1019;430602   
24357;2028;570424   
24358;1037;520605   
24364;1031;480128   
24367;1033;330922   
24369;2004;280220   
24371;2014;410528   
24372;1041;400606   
24373;2004;460108   
24375;1015;241215   
24376;1004;361018   
24379;1047;690102   
24380;1029;241101   
24381;1047;640228   
24382;2026;290702   
24383;2012;370401   
24384;1037;430912   
24385;2012;680617   
24386;2033;061204   
24387;1042;540623   
24389;2033;530431   
24390;2005;421017   
24393;2030;511220   
24394;1042;540704   
24397;2005;510512   
24399;2007;380206   
24401;1029;530325   
24402;2011;270109   
24403;1047;330501   
24404;1013;421112   
24405;1029;590309   
24406;1006;430107   
24407;2023;310916   
24409;2026;571104   
24410;1004;310101   
24411;2017;630304   
24412;2012;501101   
24413;2029;590924   
24414;1001;330720   
24415;2028;190205   
24416;2028;440304   
24417;2011;530928   
24418;1022;340308   
24419;2011;400403   
24420;2030;530106   
24422;2022;191117   
24423;1037;640616   
24424;1022;431212   
24425;2029;400626   
24427;1011;460322   
24428;2012;430229   
24429;1042;140804   
24430;1015;590630   
24431;1001;630515   
24432;2006;110301   
24433;1009;191001   
24434;2009;620630   
24436;2007;420401   
24439;2004;571005   
24440;2009;650205   
24441;2008;400820   
24444;1031;490813   
24446;1029;630414   
24447;1027;630303   
24450;1038;350917   
24451;2033;410820   
24453;1010;560627   
24455;1027;660404   
24458;1036;320102   
24461;1025;650320   
24462;1027;501111   
24465;2028;540526   
24466;2019;421220   
24467;2022;180407   
24468;1042;490608   
24469;2023;450630   
24470;2001;560306   
24471;1030;820603   
24472;2005;440630   
24473;2024;570630   
24474;2023;341201   
24476;1041;451217   
24478;2006;430311   
24479;1022;361116   
24480;1030;461119   
24481;2009;560420   
24482;1041;560706   
24483;1046;610608   
24484;1029;490120   
24485;2024;470421   
24486;2023;631014   
24488;2033;420510   
24489;1007;430620   
24491;1041;210520   
24492;2001;490703   
24493;1046;411205   
24494;1022;260929   
24495;1029;541204   
24496;2015;300110   
24498;1026;600630   
24499;1041;370101   
24500;2029;470701   
24503;1039;590619   
24505;2019;310112   
24506;2005;820513   
24507;1037;260908   
24508;1021;430727   
24509;2030;420303   
24511;1007;610630   
24514;2019;511117   
24515;2019;241201   
24517;2016;430301   
24519;1022;590424   
24520;1013;300703   
24521;1043;570229   
24522;1038;300601   
24523;1035;400301   
24525;1038;621006   
24526;1046;460401   
24527;1046;641226   
24528;1010;330902   
24529;1032;470919   
24530;1026;290330   
24532;1011;240527   
24536;2001;810327   
24537;1034;600912   
24538;2004;230516   
24539;1006;500212   
24540;1036;600231   
24541;2030;600610   
24543;2009;600209   
24546;2001;530925   
24547;1031;570701   
24548;2023;280110   
24549;2002;050705   
24551;2030;610829   
24552;1018;190602   
24554;2030;270101   
24555;1005;230610   
24557;1046;181028   
24558;2003;590622   
24560;2004;301214   
24562;1042;431127   
24564;2023;410301   
24565;2005;551202   
24566;1031;600515   
24569;2003;600422   
24570;2013;290102   
24571;2001;341208   
24572;2030;511114   
24573;1013;590727   
24574;2030;480701   
24575;2032;421015   
24577;2006;190501   
24578;2033;740112   
24579;2023;351228   
24580;1021;660421   
24582;1020;440222   
24583;2003;370701   
24584;1008;460912   
24585;1041;370302   
24586;1031;140401   
24588;2011;550312   
24590;1026;520501   
24592;1031;510629   
24593;1030;251220   
24595;1027;410925   
24598;2001;500911   
24599;1029;570110   
24600;1001;630610   
24601;1032;420127   
24602;1009;241103   
24603;2013;371201   
24604;1003;090103   
24606;1001;490424   
24607;1006;510612   
24608;2004;530414   
24609;1009;551112   
24610;2009;580212   
24611;1039;580901   
24612;2005;470602   
24613;1030;360720   
24614;2013;260615   
24619;2033;371102   
24620;1007;490320   
24621;1005;350802   
24622;1038;600630   
24623;2004;510414   
24624;2010;560315   
24625;2015;601101   
24627;2005;611010   
24628;1038;550327   
24629;2025;300110   
24630;1019;260804   
24631;1011;121115   
24632;2007;520201   
24635;1036;380604   
24636;1022;440203   
24638;1006;260408   
24640;2013;550621   
24641;2007;301126   
24642;1005;560212   
24643;2007;540912   
24644;1043;230615   
24645;2024;560110   
24648;1043;340106   
24649;1044;400729   
24650;1010;640207   
24651;2004;590601   
24652;1037;501221   
24653;1033;180519   
24654;2031;540102   
24655;1042;540310   
24657;1029;500920   
24659;1016;570601   
24662;2030;560412   
24663;1018;500307   
24668;1022;450924   
24670;1001;230904   
24671;2020;121202   
24675;1040;251010   
24676;2021;570730   
24677;1029;450726   
24679;1011;390603   
24680;1005;840314   
24681;1027;401202   
24682;2003;290701   
24683;1039;431108   
24685;1031;460401   
24686;1047;211215   
24687;2033;570328   
24688;2005;621219   
24689;1014;331127   
24690;1026;270715   
24691;2029;600629   
24692;2019;240720   
24693;2014;340101   
24694;2007;560601   
24695;1031;340610   
24696;1043;410631   
24697;1041;210103   
24698;2007;570130   
24701;2016;540101   
24702;2011;650328   
24703;1009;300920   
24705;2029;590226   
24707;2028;540622   
24709;1038;490801   
24710;2023;251120   
24711;1011;600401   
24712;1001;590630   
24714;1016;600630   
24715;2016;610101   
24716;2026;360110   
24717;2025;520514   
24718;1019;590631   
24719;1043;620630   
24720;2018;440803   
24722;1031;170624   
24723;1018;600503   
24724;1001;350515   
24727;2006;380710   
24728;1001;540129   
24729;2020;310501   
24730;2023;430103   
24732;1007;590424   
24733;1029;601030   
24735;1022;500503   
24736;1044;570629   
24737;2006;240501   
24738;1030;321104   
24739;1031;290203   
24740;1021;811121   
24742;1025;281010   
24743;1023;570701   
24744;1021;270101   
24745;2010;431006   
24746;1046;580626   
24748;2023;390402   
24749;2014;510101   
24751;2014;600816   
24752;1023;441009   
24753;1042;390603   
24754;1012;270913   
24755;1031;400518   
24756;2015;260801   
24757;1046;520411   
24758;1041;620205   
24760;2010;570701   
24761;1021;541209   
24762;1038;500726   
24764;2006;540110   
24765;2019;131118   
24766;1042;461109   
24768;1007;341005   
24771;2036;491021   
24773;1044;700627   
24776;1038;540507   
24777;2013;540602   
24778;1019;780420   
24779;1037;560110   
24780;2012;570602   
24782;2036;240823   
24784;2007;270801   
24785;2003;710131   
24787;1032;490104   
24788;1037;270617   
24789;1046;600920   
24790;1033;540203   
24793;1046;171211   
24794;2020;650827   
24797;1046;451005   
24798;2011;300422   
24799;1007;330102   
24800;1031;550118   
24801;2019;340112   
24804;1023;561204   
24805;2031;620815   
24806;2011;530628   
24807;2026;301115   
24808;2012;520520   
24809;1016;220214   
24810;2010;500315   
24811;2001;340202   
24812;1041;170505   
24813;1030;490416   
24814;2005;550231   
24817;2017;460101   
24818;1033;560806   
24820;2002;290312   
24822;1042;470501   
24825;1031;471114   
24827;2010;570101   
24830;1031;400315   
24831;2023;530930   
24832;1032;330101   
24833;1021;430701   
24835;1042;511208   
24838;1038;640723   
24839;2029;460608   
24840;1001;331013   
24842;2030;310806   
24843;2003;590512   
24844;2025;400423   
24846;1037;521214   
24848;1042;330102   
24849;1022;140813   
24850;1001;320301   
24851;2003;300530   
24854;1027;601224   
24855;1047;371228   
24856;2006;280317   
24857;1025;440509   
24858;1001;480614   
24859;2019;370129   
24860;1033;520101   
24861;2019;300111   
24862;2019;391220   
24863;2007;521108   
24865;1031;620103   
24866;1013;700827   
24867;2005;101122   
24868;2021;451101   
24869;2028;510604   
24870;2014;620607   
24872;2004;160126   
24873;2001;530412   
24874;2029;410203   
24875;1009;280904   
24877;2001;460625   
24878;2003;590620   
24879;1019;281106   
24880;2006;540220   
24881;2030;351212   
24882;2024;340206   
24883;1047;591128   
24887;1022;321203   
24888;1025;260302   
24889;2033;301105   
24890;2005;290202   
24891;1009;321002   
24892;2028;300310   
24893;1007;450506   
24894;1031;290105   
24895;2004;590504   
24896;1014;240101   
24897;1043;630601   
24898;2029;570824   
24900;1007;520710   
24901;2013;440317   
24903;1029;320505   
24904;1015;390306   
24905;1007;391017   
24906;1023;390126   
24907;1025;410728   
24908;1040;360225   
24909;1041;610825   
24910;1031;290702   
24911;1001;350720   
24912;1042;680411   
24913;1010;530119   
24915;2015;390712   
24917;2018;180519   
24918;1015;730322   
24919;1047;490615   
24920;1009;640927   
24921;1014;451027   
24922;2015;490622   
24924;1041;350401   
24929;1031;421103   
24931;1031;370201   
24932;1031;531211   
24933;1037;570625   
24934;1006;431201   
24935;2004;330301   
24936;2024;480203   
24938;2029;580630   
24940;2029;470401   
24941;2028;531009   
24942;2031;590601   
24944;1037;241120   
24945;1031;510528   
24946;2034;820413   
24948;2028;440101   
24949;1025;330101   
24950;2003;190817   
24951;2036;820311   
24952;1022;461204   
24953;2009;220823   
24954;1010;350418   
24955;1034;050702   
24956;2036;160820   
24957;1042;650820   
24958;2022;401017   
24960;1030;450213   
24962;2007;431022   
24963;2022;480610   
24964;1007;320325   
24965;1012;170307   
24966;1041;691128   
24967;2029;321021   
24968;1047;500605   
24970;1046;321101   
24972;2003;390413   
24973;1036;440203   
24974;1033;510610   
24975;1031;241209   
24978;2026;590127   
24979;2025;530319   
24980;2005;391001   
24982;1021;360926   
24984;1033;570101   
24985;1041;240801   
24986;2036;680914   
24987;1037;660608   
24988;1025;520604   
24989;1022;330901   
24990;1038;521101   
24991;1025;300220   
24992;1027;550101   
24995;1047;760925   
24996;1022;440423   
24998;1027;520101   
25000;2015;290602   
25002;1029;690505   
25003;1022;241010   
25004;2015;470302   
25005;1001;620320   
25006;1022;420210   
25007;2030;550613   
25010;1042;431221   
25011;2005;550604   
25013;1016;590108   
25015;1029;440504   
25017;2021;420921   
25018;2009;370715   
25019;1031;330801   
25020;1040;060403   
25022;2016;290101   
25024;2005;600107   
25025;1004;360101   
25026;2029;620213   
25030;1038;611209   
25032;2003;641114   
25033;1023;300524   
25035;1037;570520   
25036;2007;630614   
25037;1047;630608   
25038;1001;370603   
25039;1038;520323   
25041;2036;611229   
25042;2032;601025   
25045;1038;300102   
25048;1025;490422   
25050;2002;300612   
25051;2033;480107   
25052;2010;340203   
25053;1044;520630   
25054;1043;170330   
25055;1008;600615   
25057;2030;600106   
25058;2029;601112   
25059;1046;611023   
25060;2029;370802   
25062;2003;590718   
25063;2013;191122   
25064;2013;591120   
25065;1016;370704   
25066;1031;411207   
25067;1009;500617   
25068;1006;480707   
25069;2009;360126   
25073;1026;690431   
25074;1022;490412   
25075;1011;281001   
25077;1022;521130   
25078;2024;290519   
25079;1042;291015   
25081;2016;490619   
25082;2005;500728   
25085;2005;630609   
25086;2024;240210   
25087;1025;150314   
25089;2002;220721   
25090;1039;320307   
25091;2015;451126   
25094;1033;560630   
25095;2033;360201   
25097;1031;321209   
25100;1021;631107   
25101;1006;560630   
25102;1018;421114   
25103;2026;470101   
25104;2022;450628   
25105;2017;540329   
25106;1033;481122   
25107;1033;590817   
25108;2036;600101   
25109;2018;510410   
25111;1033;640229   
25112;2010;631226   
25113;1038;430330   
25116;1046;160604   
25119;2018;450117   
25121;2008;430215   
25123;2004;310825   
25124;2024;311122   
25125;1029;370901   
25127;1027;670321   
25128;2015;540830   
25129;1036;621225   
25130;1044;380311   
25131;2025;440406   
25132;2028;430629   
25133;1038;440625   
25136;1042;600227   
25137;1042;310304   
25138;1009;440105   
25139;1032;290301   
25142;1042;650228   
25143;2003;331102   
25145;1010;500401   
25146;1027;560620   
25147;2007;460704   
25148;1034;560230   
25149;2015;540520   
25150;2007;360202   
25151;1046;580610   
25152;2023;420101   
25153;1042;820601   
25155;2024;231118   
25156;2011;221116   
25157;1008;370101   
25161;2036;560603   
25162;2020;440920   
25163;1021;050203   
25164;1011;250701   
25165;1031;300822   
25167;2024;250525   
25168;2018;400629   
25170;1042;290717   
25171;1038;341029   
25172;1006;330409   
25174;2009;461001   
25175;2014;530601   
25177;2023;190304   
25178;1011;580312   
25179;2031;611006   
25182;1004;610701   
25184;2028;320126   
25187;2030;500522   
25189;2005;341004   
25190;2016;200306   
25192;1020;551014   
25195;1040;310901   
25197;1047;240620   
25198;1018;580625   
25200;1003;620526   
25203;1047;400312   
25204;1022;381101   
25205;1032;500501   
25206;1004;580212   
25207;1042;621129   
25208;1020;310620   
25209;1031;630326   
25211;1031;250106   
25212;2004;550631   
25213;1047;470606   
25214;1007;560605   
25216;1018;460217   
25217;2029;330101   
25218;2003;350203   
25220;2001;381015   
25221;2002;510610   
25222;2036;520629   
25224;2018;401122   
25225;2013;560601   
25226;2031;590422   
25227;2010;500630   
25228;1015;400210   
25233;1023;830924   
25234;2028;461015   
25235;2029;410101   
25236;2021;510629   
25237;2022;370605   
25238;2025;360625   
25239;2024;460410   
25240;1009;381008   
25241;2025;580302   
25244;2003;271013   
25245;2002;330101   
25246;2015;630510   
25247;2013;550431   
25251;2024;470303   
25252;1007;560615   
25253;1027;621124   
25254;1046;010302   
25256;1011;660320   
25257;1037;090206   
25258;1042;291101   
25259;1007;580503   
25260;1019;560108   
25261;2013;380415   
25262;1046;490631   
25264;1032;530629   
25265;1029;480901   
25266;1034;610628   
25267;2024;200514   
25269;1016;470624   
25270;2028;511222   
25271;1029;500409   
25272;2005;600215   
25273;1046;641120   
25275;1029;390605   
25276;2016;541006   
25277;1009;590605   
25278;1007;611106   
25280;2016;450310   
25281;2004;120526   
25282;1016;590630   
25283;2022;540310   
25285;2020;390114   
25286;1043;470120   
25288;1029;310101   
25289;2020;610827   
25290;1036;580629   
25292;1020;470901   
25293;1038;411202   
25294;1036;560419   
25295;1038;450101   
25296;1039;280201   
25299;1029;230102   
25300;2030;610630   
25302;2024;600620   
25305;1033;600103   
25307;1047;840329   
25308;2008;550618   
25309;2014;490720   
25310;2014;340109   
25311;1034;180102   
25312;2011;340214   
25314;1037;340225   
25316;1016;421127   
25317;2031;710207   
25319;1022;470101   
25320;2023;600625   
25322;1028;270909   
25323;1010;261117   
25324;2013;310902   
25326;2006;510812   
25327;2015;520301   
25328;2007;360101   
25329;1025;121207   
25330;1025;550313   
25331;2020;420629   
25332;2022;510101   
25334;1007;461106   
25335;1047;130617   
25336;1001;480213   
25337;2033;130602   
25340;2003;570217   
25341;1031;640311   
25345;1042;440309   
25346;1014;301204   
25347;2016;550630   
25348;1046;120701   
25349;1040;310110   
25350;1047;400111   
25351;1011;640725   
25352;1001;561109   
25355;1005;460627   
25358;1001;181123   
25361;1029;620912   
25362;2021;790626   
25363;1042;420418   
25364;2020;090620   
25365;2010;561114   
25366;2006;450103   
25367;2023;340302   
25368;1044;620629   
25369;1046;590627   
25371;1013;100718   
25372;1040;450630   
25373;1020;280523   
25374;2026;540820   
25375;1022;231228   
25376;1011;390120   
25377;1008;530625   
25379;1029;530112   
25380;1043;570618   
25381;1041;500601   
25384;1019;840321   
25386;1010;430828   
25387;1021;591015   
25389;1016;490625   
25390;1013;510505   
25391;1038;170917   
25392;2024;280215   
25393;2011;150402   
25394;1001;250724   
25395;2028;560923   
25396;2007;640107   
25397;2001;120601   
25398;2036;260706   
25399;2001;550101   
25401;1038;630623   
25402;2002;500607   
25403;2028;360707   
25404;2010;440106   
25405;1013;540110   
25407;2028;550618   
25408;1029;400517   
25409;1018;580620   
25410;2020;550907   
25411;1035;610114   
25412;2001;610701   
25413;1031;351123   
25415;2004;581027   
25420;2014;580301   
25421;1030;460301   
25422;2030;220114   
25423;2003;370110   
25424;2012;530101   
25425;2018;531209   
25426;1010;240124   
25429;2007;060219   
25430;2015;281111   
25434;1042;401128   
25437;1041;521215   
25438;1010;450529   
25440;1022;620102   
25441;1031;460601   
25442;1021;491105   
25443;2029;590610   
25444;2001;280401   
25445;1029;280217   
25446;2020;261004   
25447;1022;430118   
25448;1030;440124   
25449;1011;310512   
25450;1043;660127   
25451;1022;510315   
25452;1042;640614   
25454;2005;210717   
25455;1010;130126   
25456;1037;421004   
25457;2021;400501   
25458;1009;281020   
25459;2021;671111   
25460;2015;600827   
25461;2019;351203   
25463;1046;411023   
25464;1029;430101   
25465;1001;471110   
25466;1026;410101   
25467;1038;400816   
25469;2019;400227   
25470;1030;610119   
25471;1036;590924   
25474;1018;480923   
